idcl;identifier;version number;publication date;revision number;coded name;preferred name;definition;note;iso language code;iso country code;remark;level;mksubclass;mksynonym;mkbsa
AKA096002;AKA096;2;27.09.2004;1;34170105;C-Arm (X-ray Angiography);;;en;EN;;4;0;;
AKA098002;AKA098;2;27.09.2004;1;34170106;Workstation (X-ray Angiography);;;en;EN;;4;0;;
AJZ997002;AJZ997;2;27.09.2004;1;34170500;Computed Tomography;;;en;EN;;3;1;;
AKA062002;AKA062;2;27.09.2004;1;34170501;Advanced Radiology;;;en;EN;;4;0;;
AKA064002;AKA064;2;27.09.2004;1;34170502;Routine Radiology;;;en;EN;;4;0;;
AKA066002;AKA066;2;27.09.2004;1;34170503;Single Line Systems;;;en;EN;;4;0;;
AKA068002;AKA068;2;27.09.2004;1;34170504;CT/X-ray combination Systems;;;en;EN;;4;0;;
AKA060002;AKA060;2;27.09.2004;1;34170505;CT/PET combination Systems;;;en;EN;;4;0;;
AKA074002;AKA074;2;27.09.2004;1;34170506;CT/OC combination Systems;;;en;EN;;4;0;;
AKA078002;AKA078;2;27.09.2004;1;34170507;Workstation (Computed Tomography);;;en;EN;;4;0;;
AKA020002;AKA020;2;27.09.2004;1;34170600;Magnetic Resonance;;;en;EN;;3;1;;
AKA329002;AKA329;2;27.09.2004;1;34170601;High Performance MR Systems;;;en;EN;;4;0;;
AKA331002;AKA331;2;27.09.2004;1;34170602;Standard MR Systems;;;en;EN;;4;0;;
AKA333002;AKA333;2;27.09.2004;1;34170603;Workstation (Magnetic Resonance);;;en;EN;;4;0;;
AKA014002;AKA014;2;27.09.2004;1;34171000;Fluoroscopy;;;en;EN;;3;1;;
AKA342002;AKA342;2;27.09.2004;1;34171001;Over table Systems;;;en;EN;;4;0;;
AKA348002;AKA348;2;27.09.2004;1;34171002;Under table Systems;;;en;EN;;4;0;;
AKA339002;AKA339;2;27.09.2004;1;34171003;Multifunctional System (Fluoroscopy);;;en;EN;;4;0;;
AKA305002;AKA305;2;27.09.2004;1;34171004;C-Arms;;;en;EN;;4;0;;
AKA307002;AKA307;2;27.09.2004;1;34171005;Workstation (Fluoroscopy);;;en;EN;;4;0;;
AJZ999002;AJZ999;2;27.09.2004;1;34171100;Mammography;;;en;EN;;3;1;;
AKA310002;AKA310;2;27.09.2004;1;34171101;Mammography Systems;;;en;EN;;4;0;;
AKA006002;AKA006;2;27.09.2004;1;34171200;Radiography;;;en;EN;;3;1;;
AKA326002;AKA326;2;27.09.2004;1;34171201;Digital X-ray;;;en;EN;;4;0;;
AKA317002;AKA317;2;27.09.2004;1;34171202;Analog X-ray;;;en;EN;;4;0;;
AKA319002;AKA319;2;27.09.2004;1;34171203;Mobile X-ray;;;en;EN;;4;0;;
AKA321002;AKA321;2;27.09.2004;1;34171204;Workstation (Radiography);;;en;EN;;4;0;;
AKA021002;AKA021;2;27.09.2004;1;34171300;Surgery;;;en;EN;;3;1;;
AKA377002;AKA377;2;27.09.2004;1;34171301;C-Arm (surgery);;;en;EN;;4;0;;
AKA379002;AKA379;2;27.09.2004;1;34171302;Integrated Operating System;;;en;EN;;4;0;;
AKA010002;AKA010;2;27.09.2004;1;34171400;Urology;;;en;EN;;3;1;;
AKA382002;AKA382;2;27.09.2004;1;34171401;Urodiagnostic X-Ray Tables;;;en;EN;;4;0;;
AKA384002;AKA384;2;27.09.2004;1;34171402;Multifunctional, urological Workplaces;;;en;EN;;4;0;;
AKA386002;AKA386;2;27.09.2004;1;34171403;Dedicated Lithotripters;;;en;EN;;4;0;;
AKA388002;AKA388;2;27.09.2004;1;34171404;Multifunctional, modular Lithotripters;;;en;EN;;4;0;;
AKA391002;AKA391;2;27.09.2004;1;34171405;Pain Therapy Systems;;;en;EN;;4;0;;
AKA002002;AKA002;2;27.09.2004;1;34172000;Ultrasound;;;en;EN;;3;1;;
AKA361002;AKA361;2;27.09.2004;1;34172001;Universal Systems;;;en;EN;;4;0;;
AKA354002;AKA354;2;27.09.2004;1;34172002;Premium Class Systems;;;en;EN;;4;0;;
AKA011002;AKA011;2;27.09.2004;1;34172100;Patient Monitoring;;;en;EN;;3;1;;
AKA365002;AKA365;2;27.09.2004;1;34172101;Patient Monitoring;;;en;EN;;4;0;;
AKA367002;AKA367;2;27.09.2004;1;34172102;Information Systems;;;en;EN;;4;0;;
AKA009002;AKA009;2;27.09.2004;1;34172200;Ventilation & Anesthesia;;;en;EN;;3;1;;
AKA372002;AKA372;2;27.09.2004;1;34172201;Ventilation;;;en;EN;;4;0;;
AKA235002;AKA235;2;27.09.2004;1;34172202;Anesthesia;;;en;EN;;4;0;;
AJZ996002;AJZ996;2;27.09.2004;1;34173000;Nuclear Medicine / PET;;;en;EN;;3;1;;
AKA238002;AKA238;2;27.09.2004;1;34173001;Gamma Camera Systems;;;en;EN;;4;0;;
AKA232002;AKA232;2;27.09.2004;1;34173002;Thyroid Cameras;;;en;EN;;4;0;;
AKA246002;AKA246;2;27.09.2004;1;34173003;PET Systems;;;en;EN;;4;0;;
AKA248002;AKA248;2;27.09.2004;1;34173004;NM/CT Combination Systems;;;en;EN;;4;0;;
AKA251002;AKA251;2;27.09.2004;1;34173005;Workstation (Nuclear Medicine / PET);;;en;EN;;4;0;;
AJZ998002;AJZ998;2;27.09.2004;1;34173100;Oncology Care;;;en;EN;;3;1;;
AKA221002;AKA221;2;27.09.2004;1;34173101;Linear Accelerators;;;en;EN;;4;0;;
AKA242002;AKA242;2;27.09.2004;1;34173102;Simulation;;;en;EN;;4;0;;
AKA211002;AKA211;2;27.09.2004;1;34173103;Image Guided Radiation Therapy;;;en;EN;;4;0;;
AKA213002;AKA213;2;27.09.2004;1;34173104;IMRT;;;en;EN;;4;0;;
AKA218002;AKA218;2;27.09.2004;1;34173105;Oncology Management Systems;;;en;EN;;4;0;;
AKA209002;AKA209;2;27.09.2004;1;34173106;Oncology Workspaces;;;en;EN;;4;0;;
AKA018002;AKA018;2;27.09.2004;1;34174000;IT Solutions & Consulting;;;en;EN;;3;1;;
AKA228002;AKA228;2;27.09.2004;1;34174001;Administration;;;en;EN;;4;0;;
AKA257002;AKA257;2;27.09.2004;1;34174002;Executives;;;en;EN;;4;0;;
AKA298002;AKA298;2;27.09.2004;1;34174003;Strategic Planning;;;en;EN;;4;0;;
AKA301002;AKA301;2;27.09.2004;1;34174004;Operational Management;;;en;EN;;4;0;;
AKA268002;AKA268;2;27.09.2004;1;34174005;Managed Care;;;en;EN;;4;0;;
AKA290002;AKA290;2;27.09.2004;1;34174006;Revenue Management;;;en;EN;;4;0;;
AKA260002;AKA260;2;27.09.2004;1;34174007;Patient Services;;;en;EN;;4;0;;
AKA274002;AKA274;2;27.09.2004;1;34174008;Patient Safety;;;en;EN;;4;0;;
AKA013002;AKA013;2;27.09.2004;1;34179200;Accessories and Supplies;;;en;EN;;3;1;;
AKA277002;AKA277;2;27.09.2004;1;34179201;A and S by Category;;;en;EN;;4;0;;
AKA625002;AKA625;2;27.09.2004;1;34179202;A and S for Modalities;;;en;EN;;4;0;;
AAD170002;AAD170;2;27.09.2004;1;35000000;Semifinished products,materials;;;en;EN;;1;1;;
AAD171002;AAD171;2;27.09.2004;1;35010000;Semifinished product (iron, steel);;;en;EN;;2;1;s;
AAD172002;AAD172;2;27.09.2004;1;35010100;Profile (iron, steel);;;en;EN;;3;1;s;
AAD173002;AAD173;2;27.09.2004;1;35010101;Angle beam (steel, unalloyed);;;en;EN;;4;0;s;2
AAD174002;AAD174;2;27.09.2004;1;35010102;U-beam (steel, unalloyed);;;en;EN;;4;0;s;2
AAD175002;AAD175;2;27.09.2004;1;35010103;T-beam (steel, unalloyed);;;en;EN;;4;0;s;2
AAD176002;AAD176;2;27.09.2004;1;35010104;Girder (steel, unalloyed);;;en;EN;;4;0;s;2
AAD177002;AAD177;2;27.09.2004;1;35010105;Z-beam (steel, unalloyed);;;en;EN;;4;0;s;2
AAD178002;AAD178;2;27.09.2004;1;35010106;Rail (steel, unalloyed);;;en;EN;;4;0;;2
AAD179002;AAD179;2;27.09.2004;1;35010107;Hollow cylinder (steel, unalloyed);;;en;EN;;4;0;s;2
AAU346003;AAU346;3;27.09.2004;1;35010111;Corner steel (steel, alloyed);;;en;EN;;4;0;s;
AAU347003;AAU347;3;27.09.2004;1;35010112;Channel section (steel, alloyed);;;en;EN;;4;0;s;
AAU348003;AAU348;3;27.09.2004;1;35010113;T-section (steel, alloyed);;;en;EN;;4;0;s;
AAU349003;AAU349;3;27.09.2004;1;35010114;I-section (steel, alloyed);;;en;EN;;4;0;s;
AAU350003;AAU350;3;27.09.2004;1;35010115;Z-section (steel, alloyed);;;en;EN;;4;0;s;
AAU351003;AAU351;3;27.09.2004;1;35010116;Rail (steel, alloyed);;;en;EN;;4;0;s;
AAU352003;AAU352;3;27.09.2004;1;35010117;Cylindrical hollow body (steel, alloyed);;;en;EN;;4;0;s;
AAD180003;AAD180;3;27.09.2004;1;35010190;Section (steel, unclassified);;;en;EN;;4;0;s;2
AAD181002;AAD181;2;27.09.2004;1;35010200;Wire, Wire products (iron, steel);;;en;EN;;3;1;s;
AAD182002;AAD182;2;27.09.2004;1;35010201;Wire products (steel, unalloyed);;;en;EN;;4;0;s;2
AAD183002;AAD183;2;27.09.2004;1;35010202;Spring wire (steel, unalloyed);;;en;EN;;4;0;s;2
AAD184002;AAD184;2;27.09.2004;1;35010203;Wire mesh (steel, unalloyed);;;en;EN;;4;0;s;2
AAU354003;AAU354;3;27.09.2004;1;35010211;Wire (steel, alloyed);;;en;EN;;4;0;s;
AAU355003;AAU355;3;27.09.2004;1;35010212;Spring wire (steel, alloyed);;;en;EN;;4;0;s;
AAU356003;AAU356;3;27.09.2004;1;35010213;Woven wire (steel, alloyed);;;en;EN;;4;0;s;
AAD185002;AAD185;2;27.09.2004;1;35010300;Rod material (iron, steel);;;en;EN;;3;1;s;
AAD186002;AAD186;2;27.09.2004;1;35010301;Flat material (steel, unalloyed);;;en;EN;;4;0;s;2
AAD187002;AAD187;2;27.09.2004;1;35010302;Round material (steel, unalloyed);;;en;EN;;4;0;s;2
AAD188002;AAD188;2;27.09.2004;1;35010303;Square material (steel, unalloyed);;;en;EN;;4;0;s;2
AAD189002;AAD189;2;27.09.2004;1;35010304;Multi-edged material (steel, unalloyed);;;en;EN;;4;0;s;2
AAU357003;AAU357;3;27.09.2004;1;35010311;Flat stock (steel, alloyed);;;en;EN;;4;0;s;
AAU358003;AAU358;3;27.09.2004;1;35010312;Round stock (steel, alloyed);;;en;EN;;4;0;s;
AAU359003;AAU359;3;27.09.2004;1;35010313;Square stock (steel, alloyed);;;en;EN;;4;0;s;
AAU360003;AAU360;3;27.09.2004;1;35010314;Polyhedral stock (steel, alloyed);;;en;EN;;4;0;s;
AAD190003;AAD190;3;27.09.2004;1;35010390;Rod material (steel, unclassified);;;en;EN;;4;0;s;2
AAD191002;AAD191;2;27.09.2004;1;35010400;Steel strip semifinished products (iron, steel);;;en;EN;;3;1;s;
AAD192002;AAD192;2;27.09.2004;1;35010401;Steel band (steel, unalloyed);;;en;EN;;4;0;s;2
AAD193002;AAD193;2;27.09.2004;1;35010402;Spring band steel (unalloyed);;;en;EN;;4;0;s;2
AAU362003;AAU362;3;27.09.2004;1;35010403;Hoop steel (steel, alloyed);;;en;EN;;4;0;s;
AAU363003;AAU363;3;27.09.2004;1;35010404;Spring band steel (alloyed);;;en;EN;;4;0;s;
AAD194002;AAD194;2;27.09.2004;1;35010500;Sheet semifinished products (iron, steel);;;en;EN;;3;1;s;
AAD195002;AAD195;2;27.09.2004;1;35010501;Sheet metal (steel, unalloyed);;;en;EN;;4;0;s;2
AAD196002;AAD196;2;27.09.2004;1;35010502;Sheet metal with patterns (steel, unalloyed);;;en;EN;;4;0;s;2
AAD197002;AAD197;2;27.09.2004;1;35010503;Punched plate (steel, unalloyed);;;en;EN;;4;0;s;2
AAD198002;AAD198;2;27.09.2004;1;35010504;Corrugated steel (steel, unalloyed);;;en;EN;;4;0;;2
AAU364003;AAU364;3;27.09.2004;1;35010511;Sheet metal (steel, alloyed);;;en;EN;;4;0;s;
AAU365003;AAU365;3;27.09.2004;1;35010512;Patterned sheet metal (steel, alloyed);;;en;EN;;4;0;s;
AAU366003;AAU366;3;27.09.2004;1;35010513;Perforated sheet metal (steel, alloyed);;;en;EN;;4;0;s;
AAU367003;AAU367;3;27.09.2004;1;35010514;Corrugated steel (steel, alloyed);;;en;EN;;4;0;s;
AAD199002;AAD199;2;27.09.2004;1;35010600;Casting (steel casting);;;en;EN;;3;1;s;
AAD200002;AAD200;2;27.09.2004;1;35010601;Hollow cylind. (steel casting, unalloyed);;;en;EN;;4;0;s;2
AAD201002;AAD201;2;27.09.2004;1;35010602;Round rod (steel casting, unalloyed);;;en;EN;;4;0;s;2
AAU368003;AAU368;3;27.09.2004;1;35010603;Cylindrical hollow body (cast steel, alloyed);;;en;EN;;4;0;;
AAU369003;AAU369;3;27.09.2004;1;35010604;Rod (cast steel, alloyed);;;en;EN;;4;0;;
BAA642001;BAA642;1;27.09.2004;1;35010605;Cast steel up to 100t;;;en;EN;;4;0;;
BAA643001;BAA643;1;27.09.2004;1;35010607;Cast steel from 100t up to 200t;;;en;EN;;4;0;;
BAA644001;BAA644;1;27.09.2004;1;35010608;Cast steel over 200t;;;en;EN;;4;0;;
AAD202002;AAD202;2;27.09.2004;1;35010700;Construction steel;;;en;EN;;3;1;;
AAD203002;AAD203;2;27.09.2004;1;35010701;Concrete reinf. steel;;;en;EN;;4;0;;2
AAD204002;AAD204;2;27.09.2004;1;35010702;Welded wire fabric;;;en;EN;;4;0;s;2
AAD205002;AAD205;2;27.09.2004;1;35010800;Tank bottom (steel, iron);;;en;EN;;3;1;s;
AAD206002;AAD206;2;27.09.2004;1;35010801;Basket bottom (steel, unalloyed);;;en;EN;;4;0;;2
AAD207002;AAD207;2;27.09.2004;1;35010802;Torispherical boiler end (steel, unalloyed);;;en;EN;;4;0;;2
AAD208002;AAD208;2;27.09.2004;1;35010803;Flat bottom (steel, unalloyed);;;en;EN;;4;0;;2
AAU370003;AAU370;3;27.09.2004;1;35010804;Basket bottom (steel, alloyed);;;en;EN;;4;0;s;
AAU371003;AAU371;3;27.09.2004;1;35010805;Torispherical boiler end (steel, alloyed);;;en;EN;;4;0;s;
AAU372003;AAU372;3;27.09.2004;1;35010806;Level bottom (steel, alloyed);;;en;EN;;4;0;s;
AAD209002;AAD209;2;27.09.2004;1;35010900;Gridiron semi-fin. prod.(steel, iron);;;en;EN;;3;1;s;
AAD211002;AAD211;2;27.09.2004;1;35010902;Gridiron (steel, unalloyed);;;en;EN;;4;0;;2
AAU374003;AAU374;3;27.09.2004;1;35010904;Gridiron (steel, alloyed);;;en;EN;;4;0;s;
AAU343003;AAU343;3;27.09.2004;1;35011000;Frame (iron, steel);;;en;EN;;3;1;s;
AIZ310004;AIZ310;4;27.09.2004;1;35011001;Frame (iron, steel);;;en;EN;;4;0;;
BAA743001;BAA743;1;27.09.2004;1;35011100;Turning parts (iron);;;en;EN;;3;1;;
BAA744001;BAA744;1;27.09.2004;1;35011101;Short turning parts (iron);;;en;EN;;4;0;;
BAA745001;BAA745;1;27.09.2004;1;35011102;Short turning parts (iron) (hardened);;;en;EN;;4;0;;
BAA746001;BAA746;1;27.09.2004;1;35011103;Short turning parts (iron) (hardened and grinded);;;en;EN;;4;0;;
BAA747001;BAA747;1;27.09.2004;1;35011104;Long turning parts (iron);;;en;EN;;4;0;;
BAA748001;BAA748;1;27.09.2004;1;35011105;Long turning parts (iron) (hardened);;;en;EN;;4;0;;
BAA749001;BAA749;1;27.09.2004;1;35011106;Long turning parts (iron) (hardened and grinded);;;en;EN;;4;0;;
BAA750001;BAA750;1;27.09.2004;1;35011107;Profile turning parts (iron);;;en;EN;;4;0;;
BAA751001;BAA751;1;27.09.2004;1;35011108;Turning parts with thermoplastics (iron);;;en;EN;;4;0;;
BAA752001;BAA752;1;27.09.2004;1;35011109;Turning parts with thermosettings (iron);;;en;EN;;4;0;;
BAA753001;BAA753;1;27.09.2004;1;35011110;Turning parts with rubber (iron);;;en;EN;;4;0;;
BAA754001;BAA754;1;27.09.2004;1;35011111;Turning parts assembled (iron);;;en;EN;;4;0;;
BAA645001;BAA645;1;27.09.2004;1;35011200;Cast section (spherical graphite iron);;;en;EN;;3;1;;
BAA646001;BAA646;1;27.09.2004;1;35011201;Spherical graphite iron up to 100t;;;en;EN;;4;0;;
BAA647001;BAA647;1;27.09.2004;1;35011202;Spherical graphite iron from 100t up to 200t;;;en;EN;;4;0;;
BAA648001;BAA648;1;27.09.2004;1;35011203;Spherical graphite iron over 200t;;;en;EN;;4;0;;
BAA777001;BAA777;1;27.09.2004;1;35011300;Milling parts (iron);;;en;EN;;3;1;;
BAA778001;BAA778;1;27.09.2004;1;35011301;Milling parts (iron);;;en;EN;;4;0;;
BAA785001;BAA785;1;27.09.2004;1;35011400;Sinter Parts (iron);;;en;EN;;3;1;;
BAA786001;BAA786;1;27.09.2004;1;35011401;Sinter Parts (iron);;;en;EN;;4;0;;
BAA771001;BAA771;1;27.09.2004;1;35011500;Stamping Parts (iron);;;en;EN;;3;1;;
BAA772001;BAA772;1;27.09.2004;1;35011501;Stamping Parts (iron);;;en;EN;;4;0;;
AAD212002;AAD212;2;27.09.2004;1;35020000;Semifinished product (NF metal);;;en;EN;;2;1;s;
AAD213002;AAD213;2;27.09.2004;1;35020100;Profile (NF metal);;;en;EN;;3;1;s;
AAD214002;AAD214;2;27.09.2004;1;35020101;Angle profile (NF metal);;;en;EN;;4;0;s;2
AAD215002;AAD215;2;27.09.2004;1;35020102;U-beam (NF metal);;;en;EN;;4;0;s;2
AAD216002;AAD216;2;27.09.2004;1;35020103;T-beam (NF metal);;;en;EN;;4;0;s;2
AAD217002;AAD217;2;27.09.2004;1;35020104;I-beam (NF metal);;;en;EN;;4;0;s;2
AAD218002;AAD218;2;27.09.2004;1;35020105;Z-beam (NF metal);;;en;EN;;4;0;s;2
AAD219003;AAD219;3;27.09.2004;1;35020190;Profile (NF metal, unclassified);;;en;EN;;4;0;s;2
AAD220002;AAD220;2;27.09.2004;1;35020200;Wire, wire products (NF metal);;;en;EN;;3;1;s;
AAD221002;AAD221;2;27.09.2004;1;35020201;Wire (NF metal);;;en;EN;;4;0;s;2
AAD222002;AAD222;2;27.09.2004;1;35020202;Spring wire (NF metal);;;en;EN;;4;0;s;2
AAD223002;AAD223;2;27.09.2004;1;35020203;Wire web (NF metal);;;en;EN;;4;0;s;2
AAD224002;AAD224;2;27.09.2004;1;35020300;Rod material (NF metal);;;en;EN;;3;1;s;
AAD225002;AAD225;2;27.09.2004;1;35020301;Flat material (NF metal);;;en;EN;;4;0;s;2
AAD226002;AAD226;2;27.09.2004;1;35020302;Round material (NF metal);;;en;EN;;4;0;s;2
AAD227002;AAD227;2;27.09.2004;1;35020303;Square material (NF metal);;;en;EN;;4;0;s;2
AAD228002;AAD228;2;27.09.2004;1;35020304;Multi-edged material (NF metal);;;en;EN;;4;0;s;2
AAD229003;AAD229;3;27.09.2004;1;35020390;Rod material (NF metal, unclassified);;;en;EN;;4;0;s;2
AAD230002;AAD230;2;27.09.2004;1;35020400;Strip semifinished product (NF metal);;;en;EN;;3;1;s;
AAD231002;AAD231;2;27.09.2004;1;35020401;Strip (NF metal);;;en;EN;;4;0;s;2
AAD232002;AAD232;2;27.09.2004;1;35020402;Spring band (NF metal);;;en;EN;;4;0;s;2
AAD233002;AAD233;2;27.09.2004;1;35020500;Sheet semifinished product (NF metal);;;en;EN;;3;1;s;
AAD234002;AAD234;2;27.09.2004;1;35020501;Sheet metal, (NF metal);;;en;EN;;4;0;s;2
AAD235002;AAD235;2;27.09.2004;1;35020502;Sheet metal with patterns (NF metal);;;en;EN;;4;0;s;2
AAD236002;AAD236;2;27.09.2004;1;35020503;Punched plate (NF metal);;;en;EN;;4;0;s;2
AAD237003;AAD237;3;27.09.2004;1;35020590;Sheet metal (NF metal, unclassified);;;en;EN;;4;0;s;2
AAD238002;AAD238;2;27.09.2004;1;35020600;Bearing metal (NF metal);;;en;EN;;3;1;s;
AAD239002;AAD239;2;27.09.2004;1;35020601;Bars (NF metal);;;en;EN;;4;0;s;
AAD240002;AAD240;2;27.09.2004;1;35020700;Foil (NF metal);;;en;EN;;3;1;s;
AAD241002;AAD241;2;27.09.2004;1;35020701;Foil (NF metal);;;en;EN;;4;0;s;2
AAD242002;AAD242;2;27.09.2004;1;35020800;Tank bottom (NF metal);;;en;EN;;3;1;s;
AAD243002;AAD243;2;27.09.2004;1;35020801;Basket bottom (NF metal);;;en;EN;;4;0;s;2
AAD244002;AAD244;2;27.09.2004;1;35020802;Torispherical boiler end (NF metal);;;en;EN;;4;0;s;2
AAD245002;AAD245;2;27.09.2004;1;35020803;Flat bottom (NF metal);;;en;EN;;4;0;s;2
AAD246002;AAD246;2;27.09.2004;1;35020900;Casting (NF metal);;;en;EN;;3;1;s;
AAD247002;AAD247;2;27.09.2004;1;35020901;Hollow cylinder (cast, NF metal);;;en;EN;;4;0;s;2
AAD248002;AAD248;2;27.09.2004;1;35020902;Round rod (cast, NF metal);;;en;EN;;4;0;s;2
BAA755001;BAA755;1;27.09.2004;1;35021100;Turning parts (non-ferrous metal);;;en;EN;;3;1;;
BAA756001;BAA756;1;27.09.2004;1;35021101;Short turning parts (non-ferrous metal);;;en;EN;;4;0;;
BAA757001;BAA757;1;27.09.2004;1;35021104;Long turning parts (non-ferrous metal);;;en;EN;;4;0;;
BAA758001;BAA758;1;27.09.2004;1;35021107;Profile turning parts (non-ferrous metal);;;en;EN;;4;0;;
BAA759001;BAA759;1;27.09.2004;1;35021108;Turning parts with thermoplastics (non-ferrous metal);;;en;EN;;4;0;;
BAA760001;BAA760;1;27.09.2004;1;35021109;Turning parts with thermosettings (non-ferrous metal);;;en;EN;;4;0;;
BAA761001;BAA761;1;27.09.2004;1;35021110;Turning parts with rubber (non-ferrous metal);;;en;EN;;4;0;;
BAA762001;BAA762;1;27.09.2004;1;35021111;Turning parts assembled (non-ferrous metal);;;en;EN;;4;0;;
BAA773001;BAA773;1;27.09.2004;1;35021200;Stamping Parts (non-ferrous metal);;;en;EN;;3;1;;
BAA774001;BAA774;1;27.09.2004;1;35021201;Stamping Parts (non-ferrous metal);;;en;EN;;4;0;;
BAA779001;BAA779;1;27.09.2004;1;35021300;Milling parts (non-ferrous metal);;;en;EN;;3;1;;
BAA780001;BAA780;1;27.09.2004;1;35021301;Milling parts (non-ferrous metal);;;en;EN;;4;0;;
BAA787001;BAA787;1;27.09.2004;1;35021400;Sinter Parts (non-ferrous metal);;;en;EN;;3;1;;
BAA788001;BAA788;1;27.09.2004;1;35021401;Sinter Parts (non-ferrous metal);;;en;EN;;4;0;;
AAD249002;AAD249;2;27.09.2004;1;35030000;Semifinished product (plastic);;;en;EN;;2;1;;
AAD250002;AAD250;2;27.09.2004;1;35030100;Profile (plastic);;;en;EN;;3;1;s;
AAD251002;AAD251;2;27.09.2004;1;35030101;Angle profile (plastic);;;en;EN;;4;0;;2
AAD252002;AAD252;2;27.09.2004;1;35030102;U-channel (plastic);;;en;EN;;4;0;;2
AAD253002;AAD253;2;27.09.2004;1;35030103;T-beam (plastic);;;en;EN;;4;0;;2
AAD254002;AAD254;2;27.09.2004;1;35030104;Girder (plastic);;;en;EN;;4;0;;2
AAD255002;AAD255;2;27.09.2004;1;35030105;Web plate (plastic);;;en;EN;;4;0;;2
AAD256002;AAD256;2;27.09.2004;1;35030106;Hollow profile (plastic);;;en;EN;;4;0;s;2
AAD257002;AAD257;2;27.09.2004;1;35030107;Hollow body (plastic);;;en;EN;;4;0;s;2
AAU375003;AAU375;3;27.09.2004;1;35030109;Bordering (plastic);;;en;EN;;4;0;s;
AAU376003;AAU376;3;27.09.2004;1;35030110;Spacer (plastic);;;en;EN;;4;0;;
AJZ638002;AJZ638;2;27.09.2004;1;35030111;Molded part (plastic);;;en;EN;;4;0;s;
AAD258003;AAD258;3;27.09.2004;1;35030190;Profile (plastic, unclassified);;;en;EN;;4;0;s;2
AAD259002;AAD259;2;27.09.2004;1;35030200;Fiber (plastic);;;en;EN;;3;1;;
AAD260002;AAD260;2;27.09.2004;1;35030201;Plastic fiber;;;en;EN;;4;0;;
AAD261002;AAD261;2;27.09.2004;1;35030202;Fabric (plastic);;;en;EN;;4;0;s;2
AAD262002;AAD262;2;27.09.2004;1;35030300;Rod material (plastic);;;en;EN;;3;1;s;
AAD263002;AAD263;2;27.09.2004;1;35030301;Flat material (plastic);;;en;EN;;4;0;s;2
AAD264002;AAD264;2;27.09.2004;1;35030302;Round material (plastic);;;en;EN;;4;0;s;2
AAD265002;AAD265;2;27.09.2004;1;35030303;Square material (plastic);;;en;EN;;4;0;s;2
AAD266002;AAD266;2;27.09.2004;1;35030304;Multi-edged material (plastic);;;en;EN;;4;0;s;2
AAD267003;AAD267;3;27.09.2004;1;35030390;Rod material (plastic, unclassified);;;en;EN;;4;0;;2
AAD268002;AAD268;2;27.09.2004;1;35030400;Plate (plastic);;;en;EN;;3;1;s;
AAD269002;AAD269;2;27.09.2004;1;35030401;Plate material (plastic);;;en;EN;;4;0;s;2
AAD270002;AAD270;2;27.09.2004;1;35030402;Perforated board (plastic);;;en;EN;;4;0;;2
AAD271002;AAD271;2;27.09.2004;1;35030403;Corrugated sheet (plastic);;;en;EN;;4;0;;2
AAD272002;AAD272;2;27.09.2004;1;35030500;Foil (plastic);;;en;EN;;3;1;s;
AAD273002;AAD273;2;27.09.2004;1;35030501;Tarpaulin (plastic);;;en;EN;;4;0;s;
AAD274002;AAD274;2;27.09.2004;1;35030502;Film (foil, plastic);;;en;EN;;4;0;;2
AAD275002;AAD275;2;27.09.2004;1;35030800;Tank bottom (plastic);;;en;EN;;3;1;s;
AAD276002;AAD276;2;27.09.2004;1;35030801;Basket bottom (plastic);;;en;EN;;4;0;;2
AAD277002;AAD277;2;27.09.2004;1;35030802;Torispherical boiler end (plastic);;;en;EN;;4;0;;2
AAD278002;AAD278;2;27.09.2004;1;35030803;Flat bottom (plastic);;;en;EN;;4;0;;2
AAU344003;AAU344;3;27.09.2004;1;35030900;Frame (plastic);;;en;EN;;3;1;s;
AIZ259004;AIZ259;4;27.09.2004;1;35030901;Frame (plastic);;;en;EN;;4;0;;
BAA763001;BAA763;1;27.09.2004;1;35031100;Turning parts (plastic);;;en;EN;;3;1;;
BAA764001;BAA764;1;27.09.2004;1;35031101;Short turning parts (plastic);;;en;EN;;4;0;;
BAA765001;BAA765;1;27.09.2004;1;35031104;Long turning parts (plastic);;;en;EN;;4;0;;
BAA766001;BAA766;1;27.09.2004;1;35031111;Turning parts assembled (plastic);;;en;EN;;4;0;;
BAA781001;BAA781;1;27.09.2004;1;35031300;Milling parts (plastic);;;en;EN;;3;1;;
BAA782001;BAA782;1;27.09.2004;1;35031301;Milling parts (plastic);;;en;EN;;4;0;;
AAD279002;AAD279;2;27.09.2004;1;35040000;Semifinished product (other materials);;;en;EN;;2;1;s;
AAD280002;AAD280;2;27.09.2004;1;35040100;Profile (other materials);;;en;EN;;3;1;;
AAD281002;AAD281;2;27.09.2004;1;35040101;Angle profile (other materials);;;en;EN;;4;0;;2
AAD282002;AAD282;2;27.09.2004;1;35040102;U-channel (other materials);;;en;EN;;4;0;;2
AAD283002;AAD283;2;27.09.2004;1;35040103;Web plate (other materials);;;en;EN;;4;0;;2
AAD284002;AAD284;2;27.09.2004;1;35040104;Hollow profile (other materials);;;en;EN;;4;0;;2
AAD285002;AAD285;2;27.09.2004;1;35040105;Profile, other (other materials);;;en;EN;;4;0;;2
AAU377003;AAU377;3;27.09.2004;1;35040107;Hollow piece (glass, semifinished product);;;en;EN;;4;0;s;
